,vmax_forward_Enz_A,vmax_forward_Enz_B,vmax_forward_Enz_C,vmax_forward_Enz_D,vmax_forward_Enz_E,vmax_forward_Enz_F,vmax_forward_Enz_G,vmax_forward_Enz_H,vmax_forward_Enz_L,vmax_forward_TKT2,vmax_forward_RPI,vmax_forward_PDH,vmax_forward_CS,km_substrate2_TKT2,km_substrate1_PDH,km_substrate1_Enz_A,km_substrate2_Enz_A,vmax_forward_Enz_I,km_substrate1_Enz_I,Enz_I
24,1.5943742,1.7917196,1.2374452,1.384592,1.5414715,1.6927837,0.74515355,0.76875126,1.4183049,1.8770771,1.0418794,0.98457783,0.97446316,2.7864783,1.1462452,1.8469783,0.9688283,0.86930233,1.0157641,1.1843892577391022
25,0.4141091,1.6085123,1.3406984,0.9929173,1.3996817,1.1407267,1.4347043,1.1907275,1.291781,0.46868595,0.9927369,1.0212463,1.0408559,1.5123847,1.229886,2.6171253,1.0401902,1.1816007,0.9626714,0.4464986150841498
26,1.5768435,0.9339858,1.4112152,1.1176057,0.80198145,0.682999,1.2482728,0.8842924,1.7307868,2.8918834,1.0642121,1.0009421,0.9729597,2.5871162,1.1581666,1.7980798,0.96631324,0.9092144,1.0109125,0.7887723479199265
27,1.8696091,1.3612354,1.7658632,0.8522966,1.264669,1.0195317,1.255668,1.5170312,0.7975731,1.0088116,1.0396762,1.0120244,0.99538803,1.5155538,1.1375593,1.4865353,0.9598094,0.90026844,1.023262,1.404945499574029
28,0.60502255,1.077783,1.0106107,0.8763392,0.9341408,1.0240271,0.9329581,0.8642352,1.4330938,0.7191024,0.96954566,1.009254,1.0274856,2.052361,1.1630564,2.3646636,1.0182524,1.122695,0.98613864,0.5189068750015584
29,1.9614735,0.935156,1.4742347,0.8620367,0.9602096,1.1389678,1.2809325,1.7489038,0.9475293,1.9991655,1.0206082,1.0067096,0.9841659,3.0069654,1.1136849,3.0868142,0.9733008,0.942377,1.0205932,0.8190201219200332
30,0.87492085,0.95223486,1.0033376,1.1729307,0.65824676,0.9162872,0.8144349,0.7975996,1.4634622,0.971212,1.0129554,1.0011373,1.0100586,1.1986077,1.1355456,0.65753764,0.99505574,1.0009761,0.9909487,1.4241313498236616
31,1.6287072,1.5102295,1.6686682,1.0061932,1.1186707,0.85726976,0.9883783,1.0584805,1.2291974,1.856544,1.0696967,1.0044574,0.9927505,1.8105229,1.156439,0.5493335,0.96558017,0.8911247,1.0001683,1.418459228634664
32,0.8485626,1.5612141,1.2247688,1.5718963,1.2939858,1.2745398,1.6380199,1.2940841,1.4999881,0.80636024,1.0376668,1.0112811,1.0234017,0.88463664,1.1861426,2.8218048,1.0287675,1.0775199,0.97905403,0.3257479737191228
33,1.1445938,1.3795418,1.533511,0.78362226,1.3584795,1.2197192,1.8546108,1.8629556,1.6269326,0.5722722,1.0025729,1.0153414,0.99278617,1.9835011,1.1653426,1.4825748,1.002201,1.0446553,0.99704695,1.1681251146215428
34,1.1807013,1.1126767,1.107984,1.0672822,0.7324159,0.76550364,0.78845096,0.57659084,1.8764083,0.559466,1.0321796,1.0121883,0.9906894,1.3323854,1.069211,2.1202993,0.97151345,0.9017705,0.98800313,1.4388982685957856
35,0.59591055,1.4382464,1.3449627,1.327271,1.197943,1.345815,1.5889971,1.6246586,1.1259141,1.3240612,0.9904031,1.0079826,1.0469106,2.3608356,1.2491782,2.685466,1.0429742,1.1977193,0.9928218,0.23703031907053596
36,1.86923,1.5967065,1.8618206,0.97306585,1.0206155,1.4015366,1.4468974,2.0157528,1.6876812,2.1408863,1.0409088,1.0036048,0.9755088,2.8635526,1.100322,2.771825,0.98701555,0.9673768,1.01075,0.7681435714825887
37,1.8317664,0.59522927,1.4095474,1.0666084,1.0401714,0.5877516,1.7633358,1.2203145,1.099648,0.7483916,1.0266726,1.0217499,0.9729477,1.5256919,1.1280028,2.8325012,0.94431126,0.85108554,1.0394025,1.4690686838158789
38,1.5109826,1.2923721,1.6659753,0.6530483,1.5906322,0.6819109,0.9104912,0.9477021,0.49962953,1.1413445,1.0125271,1.012747,1.0202366,2.3440354,1.2124794,2.0277257,0.9790412,1.0044498,1.0212541,1.0316973391094841
39,1.7366998,0.6353308,0.8564273,1.2468581,1.3523765,1.123663,1.441271,1.3235633,0.5773039,2.820185,1.0532472,0.9942382,0.99572366,2.8263135,1.2171745,2.0454824,0.9853616,0.9449931,1.0116644,0.7653412393619805
40,1.5551051,1.4567924,1.1207958,0.92021537,2.1890702,1.7476608,1.878676,1.6996787,1.6147718,2.9394472,1.0827287,0.9863976,0.9954628,2.0789173,1.2458459,1.6086892,1.0103507,1.0371861,1.0101374,0.6161626282658512
41,1.7187829,0.94877875,0.8236171,0.8778055,1.1700445,1.8547252,0.9555315,1.3136644,1.8781743,1.6814153,1.0534168,0.98555535,0.9787619,0.9814963,1.0415454,2.9121847,0.97692615,0.93397415,1.0202111,0.4405209079706074
42,1.2384597,1.1169063,1.4561921,1.6778476,0.6769128,1.3214248,1.2171162,1.9028857,1.1264336,1.4046959,1.0053432,1.0007609,1.0045855,1.3186823,1.1631353,1.4408594,1.017007,1.0320723,1.0126709,0.7135390504395545
43,1.2855192,0.62118673,0.98901093,0.64988494,1.9007664,0.7990514,1.081211,0.7843309,0.6840769,0.5424113,1.0019724,0.9981814,0.98903626,2.2980945,1.2235248,0.49020275,0.97532517,0.9791038,1.0270973,1.0273010255269996
44,1.1111262,1.1882983,1.1792616,1.2374301,0.9861517,0.7313602,1.4187492,0.9480193,1.8474174,0.5481993,1.0192213,1.0173401,0.9801816,2.3353534,1.1278591,1.9418411,0.9822825,0.91785854,0.98389614,1.5196854034023777
45,0.78712094,1.4720067,1.4922653,1.3256242,1.5204023,0.77786684,1.5221521,0.99246556,1.0387065,2.6364336,1.0820365,1.0141327,1.0565796,2.3638835,1.3321533,2.5233073,1.0116171,1.0921736,0.98897064,0.21563012379547897
46,1.2726696,0.7842227,1.4114648,1.6401992,1.0440421,0.63950396,2.1486654,0.8979911,1.7844348,2.7537835,1.0716826,1.0016853,0.9784571,1.2360446,1.2478634,1.7123083,0.9787771,0.9647849,1.0352707,0.4201581452155193
47,0.9444783,2.1010146,1.9478325,1.7244034,0.7724881,1.7396013,0.60952497,1.6132123,1.4853771,1.8741107,1.0793377,1.0007511,1.051442,0.20172784,1.1634345,2.8004231,1.0235877,1.086838,0.99454135,0.09543358711444416
48,1.8071644,1.436211,1.4214245,1.4798684,1.1526937,1.4164584,1.3369597,1.4355283,1.3205357,0.9395056,1.0518723,1.0018314,0.9803228,1.2552452,1.0909309,2.437485,0.96951747,0.8677935,1.0206258,1.179804372320989
49,1.724849,1.1558422,1.054492,1.0529287,1.7217299,0.9382421,1.5822951,1.0391738,1.7886384,2.9484637,1.1507373,0.9942503,0.99737155,0.5398937,1.198877,0.68250877,0.9817289,0.9037416,0.9971534,0.9252332839511435
50,1.9374318,1.1392666,1.0252174,1.7436192,1.2574061,1.4397894,1.0308353,0.99350077,0.6473217,1.4296058,1.0649949,0.99280924,0.9943509,1.054547,1.1210004,2.8151326,0.96383,0.8367946,1.0307031,0.6866017713036286
51,1.0442158,1.7549468,1.283379,0.9675162,1.6243975,1.8399742,1.2070336,1.3451731,1.7162738,1.0689514,0.98452455,0.9950206,1.0035975,2.477306,1.1628535,2.8082795,1.014159,1.0873743,1.012143,0.5952288033857476
52,1.7217705,0.5377525,0.56591284,0.9659059,1.616307,1.0650572,1.374536,0.8396471,1.2950449,1.0138328,1.0563207,1.000785,0.99043626,0.8726636,1.1297306,2.3237066,0.9604301,0.86553395,1.0295832,0.8668236875047497
53,0.81245494,1.8154169,1.7322601,1.6087701,1.0389543,0.79356205,1.0634232,0.9479714,0.47412518,0.8112097,0.9983933,1.0182481,1.0545331,1.7559093,1.2406682,2.4776802,1.0235537,1.1037134,0.98831546,0.5265492785390575
54,1.0064021,1.301807,1.1250002,1.2681136,1.6040862,0.7562002,1.4387304,0.75940746,1.0641968,1.3167799,1.0220845,1.0056534,1.0126622,2.4391186,1.2657241,0.6187771,0.9956593,0.98837423,1.0004026,1.4275729524456238
55,1.7781408,1.129229,1.1947768,0.9142028,1.602469,0.9829041,1.5795075,1.161699,1.6835177,1.109175,1.0731506,1.0044483,0.96576977,1.4491496,1.1383791,0.5548778,0.9503645,0.8160576,1.0166366,1.480345950946803
56,1.0298531,1.2942014,1.3946283,0.6479273,1.6428062,0.8323016,1.0713652,0.89444846,1.5162623,0.9162259,0.994189,1.0055999,1.0013541,2.864743,1.1998519,1.8019956,1.0017335,1.0677068,1.0079211,0.9488158385001186
57,0.70120525,1.4789379,1.4641622,0.82954586,0.9109067,1.0062733,1.2329451,1.3423073,2.0136294,2.1449842,1.0515429,1.0021031,1.0380402,0.89835685,1.1864144,0.91181505,1.0389373,1.1812793,0.9715201,0.2925605569152635
58,0.7258729,1.3086346,0.9245392,1.6413112,1.0511183,1.7859173,1.0410112,1.2577004,0.81461203,2.088285,1.0138626,0.9825414,1.0358871,1.5745028,1.226889,1.4962394,1.0391734,1.1471823,0.9904534,0.27747665467191485
59,1.4953493,1.9429291,1.4589843,1.4366443,1.394197,1.6219803,0.67904973,0.7882732,1.2285917,1.0253663,1.0140216,0.9912964,0.9777695,2.6650848,1.1344252,1.633417,0.96455693,0.8663815,1.0191242,1.4752873640027955
60,0.87162197,1.6329604,1.7663862,1.7058429,0.6157203,0.7995651,0.71601105,1.2727234,1.8575859,1.8651044,1.0270034,1.0065581,1.0317438,0.97207516,1.1884743,1.6182609,1.0383239,1.0920687,0.9973888,0.270811567509729
61,0.8016541,1.4052421,0.9988252,1.3912592,0.8497082,2.136262,0.93478,1.5516629,1.6280696,2.7376988,1.0204666,0.9785225,1.0097309,2.7839348,1.1643472,2.406539,1.0337411,1.1348791,0.9821437,0.2338223365832942
62,1.7929468,1.0132531,1.227866,1.2971249,1.1438704,0.72431695,1.4230396,1.100008,1.3098431,2.147171,1.068826,1.0037562,0.9695308,2.8288174,1.1630044,1.1597347,0.9606495,0.8289439,1.00434,1.4484273355619992
63,0.627167,0.9697299,1.319388,1.4133115,1.0624653,0.66266406,1.7257749,0.9200775,1.2657368,1.732682,1.018476,1.0143046,1.032253,2.0615337,1.2828102,2.4226074,1.0079997,1.1004194,1.0091153,0.2288779591186546
64,0.8854135,0.62718475,1.1816287,0.8112886,0.55531585,0.8225441,0.9597374,1.5558529,2.0414197,1.9650285,1.0332959,1.0038265,1.0222619,0.33996314,1.1449139,0.9478983,1.0309987,1.1320908,0.99080205,0.2620871328669303
65,1.196974,1.7412242,1.4972242,1.8102744,1.0723913,1.0252844,1.1231819,0.92545706,1.1098673,1.3374681,1.0526453,1.0034742,1.031478,0.9505862,1.1820607,2.2509594,1.0084796,1.0052602,1.0020097,0.3986665429060323
66,0.9046527,0.8011265,0.70196414,1.0340487,1.3616793,1.5368208,1.0735835,1.099072,0.49554667,1.2444706,0.9880723,0.98921937,1.0168667,1.7648079,1.2284576,0.35071477,1.0016296,1.0571902,1.005926,1.2679222881408085
67,0.77830386,1.372688,1.8910794,0.781579,0.6791189,1.2892666,0.745509,1.8565707,0.7296431,0.8236561,0.9681733,1.006325,1.0439,0.80965364,1.1804552,0.65698,1.0314485,1.2071078,1.0006375,0.9220962560107473
68,1.1482198,1.3192462,1.0715369,1.9450746,0.7736248,1.3971232,1.1644262,1.218806,1.5091479,2.204737,1.0432007,0.9883158,0.9967651,2.0781415,1.1611217,1.7897321,1.0148257,0.993128,0.9924857,0.5212781379839295
69,1.1491016,2.0314012,1.6130974,1.9304948,0.86164224,1.153747,1.0428417,0.94227046,1.7198114,2.194293,1.0677058,0.9926916,0.9910069,2.3656988,1.1753379,0.61521417,1.0003964,0.9371821,0.9799895,1.4504922975883159
70,0.7020017,1.0963411,1.1749827,0.97566557,1.2210512,1.4442494,1.5717305,1.7465265,0.86095977,0.8669951,0.95402753,1.003149,1.0306176,2.1611288,1.2290095,1.4995009,1.0344005,1.1907755,1.003026,0.7167241694198069
71,1.3540959,1.548824,1.0522083,1.7235394,1.6421795,1.804469,1.2737578,1.2109666,0.9178822,2.2607093,1.0661705,0.98593444,1.0196508,1.6126431,1.2216783,2.649599,1.0085726,1.0082219,1.011506,0.3522465238431596
72,1.0700608,1.8945252,1.2497727,1.9598839,1.1293987,1.6299736,0.9459616,0.9491766,1.3978386,2.633535,1.0531869,0.9814233,1.0080807,2.4234362,1.2033176,1.7554232,1.0204737,1.0211543,0.9886018,0.45596364892037033
73,0.63792765,1.4060594,1.0146817,1.1668544,1.1166047,1.7994207,1.0755907,1.2855399,1.4757926,0.7794466,0.99504185,0.9954943,1.0247343,0.9112421,1.1515858,2.1461086,1.030825,1.1420367,0.98705786,0.312876464784974
74,0.90484357,1.1664277,1.3740021,1.8678803,0.6678014,1.6206967,1.109596,2.0919333,0.9077871,2.5263615,0.97872746,0.98991287,1.0185986,2.5023656,1.2388725,1.6248101,1.0551863,1.1626964,1.0033433,0.36228658918590584
75,0.55295175,1.39966,1.1202286,1.2838855,1.4524782,1.6267167,1.252959,1.3613877,0.8617103,2.5337162,1.0877498,0.99614805,1.0705682,0.9602356,1.3021928,1.6394349,1.0321311,1.1678289,0.97652566,0.12659291149621277
76,1.5401853,1.1152242,1.1051437,0.92750406,1.0773041,1.6145643,0.99779093,1.3042133,1.5311625,0.963434,1.0152483,0.9923578,0.96302617,2.001177,1.0788311,1.0297508,0.96123564,0.88309014,1.0147175,1.4826896699526628
77,0.6876091,0.6421739,0.70727205,0.59459996,1.5298028,0.792164,1.1116786,0.62343466,1.3844273,0.37865165,1.0016974,1.0053476,1.017053,1.1684877,1.1994029,0.930191,1.0030258,1.0759737,0.99637735,0.8475650930699397
78,1.3113704,0.7982904,1.0258545,1.533891,0.60910976,1.3626567,0.9833585,1.5904765,1.8878393,1.8781321,1.0281904,0.99185383,0.9794321,1.3472106,1.1096197,1.4030304,1.004592,0.9646933,1.0091119,0.6833879758010617
79,0.78316677,1.6152943,1.5965124,1.4869184,0.7191707,1.8329421,0.7677375,1.8261061,0.5669118,2.6175342,0.9910908,0.9850929,1.0385709,2.1866243,1.2378384,1.0069715,1.0506961,1.2099941,0.9881491,0.41513886736862915
80,1.6630855,0.9595264,1.8458041,0.73329854,0.8721411,0.7751435,1.322395,1.8652503,1.2955205,0.56082356,1.0076417,1.0172402,0.9711423,2.3071964,1.0903289,2.0140824,0.9778681,0.96753764,1.0116917,1.1952177700840283
81,1.4649383,1.4622093,0.9842869,1.1878626,1.1827284,2.1978993,0.64915085,1.1506646,1.7056134,1.2475481,1.0392929,0.97926146,0.9905343,0.58370924,1.0507972,2.5833368,0.9860416,0.96119857,1.019297,0.3781140740628841
82,1.1744437,0.88630164,0.820433,0.9993756,1.6741176,1.420577,1.3191837,1.1194227,0.4849215,0.59940124,0.9649663,0.99756885,0.99480593,2.7622519,1.2258532,0.8585116,0.9793083,0.97227204,1.0239583,1.4161621335071752
83,0.8022176,1.2743412,1.0614213,1.3886056,0.811265,2.053377,0.96903527,1.6496506,1.1955239,2.5458825,1.0714958,0.9829092,1.0382272,0.6870203,1.1784567,1.6296941,1.0292132,1.1350448,0.9783794,0.1654820520314756
84,0.8544339,1.7863444,1.4931936,0.883847,1.1953367,1.5638297,0.36341923,0.9184274,0.80244565,2.3046608,1.0295933,0.9876902,1.051885,1.1889367,1.2194307,0.9416581,1.022507,1.1552361,0.9890129,0.39782146694282716
85,0.95379627,0.9536648,1.1231047,0.8147633,1.2298667,1.2078001,1.2830127,1.407074,0.75356245,1.2953756,0.9600738,1.0037864,1.01929,2.9824226,1.2219028,1.7149507,1.0122596,1.1158735,1.0061364,0.7824504977388349
86,1.3558996,1.1843537,0.96950924,2.1685307,0.9392855,1.1015308,1.2271862,0.7892228,0.8327081,0.81199265,1.0380833,0.99584866,0.9828503,1.6922122,1.161704,0.71481436,0.9703914,0.8238091,1.007608,1.446492755351499
87,1.178966,1.2004122,1.2117277,1.3959055,1.2950587,1.2281705,2.0829787,1.7623277,1.6037538,0.6790699,1.040942,1.0080316,0.99350953,0.942296,1.1702139,1.1065971,1.0049996,0.99597174,0.9981607,1.474892253788248
88,1.1594001,1.3234798,1.4164525,0.70713305,1.3816392,1.137065,1.3711873,1.4354751,2.088283,2.0421586,1.0872394,1.006801,1.0214877,1.3182184,1.1649518,2.7309265,1.0079274,1.0769703,0.9915837,0.2619131625896012
89,0.9700209,1.5044823,1.3756144,0.9071429,0.98173034,1.8534408,0.80732644,1.510761,1.1395708,1.7495251,0.9847822,0.9858241,0.9952846,2.7247922,1.1680075,0.27103004,1.0046729,1.072201,0.9930468,1.3490300626484595
90,1.7181214,0.8779887,1.4663076,1.2475536,0.6400068,0.95938087,1.2808247,1.8335149,1.6096349,2.4660907,1.068344,1.0006276,0.9697192,1.7971739,1.1295636,0.44678792,0.9822668,0.9008038,1.0010166,1.425907949946048
91,1.6324956,1.4681095,1.5086116,0.7583144,1.271585,1.2100704,0.5101788,0.84346557,0.8683133,1.4738121,1.0345374,0.99995,1.0061187,1.7090433,1.1355456,1.6773028,0.9627882,0.9253925,1.0169818,1.1013825325230922
92,1.7558911,1.0897144,1.1626998,1.3824766,0.93268704,0.74405134,0.9312421,0.74727845,1.4070432,2.9690104,1.1166997,0.99648196,0.9987016,1.4896687,1.142691,1.8023175,0.97495824,0.87632287,0.99404824,0.6373249277900326
93,0.5564298,1.1696464,0.86627734,1.6610924,1.0922382,1.2554389,1.7935978,1.289706,1.5155752,0.41832808,1.031844,1.0093733,1.0102705,0.61129814,1.1901447,1.2974652,1.0269139,1.0558866,0.96305156,1.0930736693297387
94,1.4145467,1.3582778,1.1048409,1.3656075,1.5904,1.4358796,1.7825714,1.3917186,1.7319574,0.7412543,1.0303925,0.9982382,0.9657052,2.0436342,1.1566384,0.97123235,0.9775716,0.8901775,1.0153328,1.5039851725019648
95,0.82605386,0.8363391,1.0268623,1.3331332,0.69388807,1.4835911,0.52418303,1.3406627,0.9899459,2.763474,1.050907,0.9967152,1.0401838,2.0899982,1.2142186,2.5546634,1.0104978,1.0716801,0.98837996,0.20459071091077607
96,0.70586157,1.1990563,1.0300511,1.5118415,0.9219861,1.5769683,1.5281395,1.634666,1.35868,1.5418842,1.0124059,0.99182504,1.0234994,1.233622,1.1952121,1.1730808,1.0413028,1.1498195,0.9874036,0.3720176567022261
97,1.3684121,1.3841727,1.656399,1.9771621,0.68111503,1.354228,1.0999614,1.8370628,0.7364552,1.663372,1.007803,0.9972558,0.9917295,2.125123,1.191113,0.68213046,1.0041237,0.96260095,1.0118186,1.344534906101467
98,0.82963777,1.5501438,1.5380616,1.8012059,0.5900712,0.973583,0.49684352,1.0270438,1.6617286,1.7994871,1.0030903,0.99827415,1.0082302,2.045369,1.1905539,0.79080826,1.0209681,1.0225494,0.9964464,0.8862699964132077
99,1.3972056,0.802457,0.81405807,0.69680786,1.3814414,1.6060842,1.0478852,1.2215817,1.8609581,1.3598747,1.0440588,0.98386055,0.96396077,1.4362563,1.0982473,0.77645737,0.9778217,0.9482817,1.0087148,1.1922950396834544
100,0.84052896,0.97509396,0.84901905,1.1520181,1.2005767,1.3422143,1.2834283,1.0989308,1.0659027,0.3420789,0.9989164,1.0023797,1.0009367,1.2736644,1.1755407,0.60534275,0.99452335,1.0001118,0.9906788,1.510257842015007
101,1.0949624,0.819178,1.1323856,0.8645518,0.84108734,1.3635879,1.6644036,1.9156034,1.5724885,0.8923156,0.96968484,1.0020512,0.9687718,2.9865556,1.1337498,0.53606695,0.9944397,1.0157642,0.9990211,1.3358122047403893
102,1.5096748,0.9384166,1.2014731,1.2222936,0.7194289,0.890069,0.8401661,1.0972536,1.3687179,2.7143326,1.060592,0.99798644,1.0017675,2.043748,1.1430023,1.9881862,0.9924093,0.96489084,0.99697465,0.5579100572914361
103,0.8410739,0.902053,1.1027993,1.162132,0.73742545,1.7556854,0.69156504,1.702337,1.0142574,2.472402,1.001572,0.9948269,1.0274405,2.9049108,1.1985472,2.855681,1.0196686,1.1220291,0.99627244,0.236659405524425
104,1.4913375,0.81513774,1.2648362,0.9311898,1.1741031,0.74207556,1.8565086,1.531127,1.6062155,1.7540939,1.0804919,1.0107665,1.0091537,0.4195724,1.1636955,1.6120456,0.9942592,1.0025026,1.0067028,0.38213410548752635
105,1.656386,1.1942376,1.4012427,1.7343864,1.0753586,1.3025885,1.6189655,1.7581201,0.41543797,2.0692232,1.0549076,0.99651414,0.99396855,2.026914,1.2084348,0.822374,0.98913306,0.93223953,1.0065857,1.2201384349659683
106,1.47512,1.3189217,1.7490269,1.389499,1.0645158,0.7013545,1.4730324,0.9336739,1.4758823,2.770339,1.0874487,1.0082493,1.0029755,1.8005708,1.2156022,2.6208148,0.9748601,0.95241606,1.0190463,0.40151957382867187
107,1.6064372,1.7286941,1.5771863,0.6848879,1.960504,1.0522119,0.8573731,0.7362073,1.1497741,1.7726355,1.0376431,1.0026071,1.0055269,2.7435653,1.20703,2.3238444,0.9749877,0.9604132,1.0215974,0.8825550222995443
108,1.676889,1.1035796,1.2112347,1.2137005,0.97340727,1.1079293,1.2828006,1.2074735,1.676733,0.7527456,1.0203612,1.0066477,0.9562599,2.5838223,1.0724592,2.1243572,0.9559904,0.8272952,1.0123699,1.5105601757004599
109,1.4534111,0.76069903,0.94350755,0.6883905,0.93398523,1.5530196,0.66038483,1.2629068,0.91538227,2.687676,1.0489005,0.9835521,0.9996105,1.649715,1.1417753,0.7136062,0.98415595,0.99848044,0.99715996,1.1440991716881577
